branch,log_commit,section,method,family,domain,env,seed,backend,meta_lr,initialization,adaptive_scale_E,adaptive_scale_B,freeze_scale_E,freeze_scale_B,execution_only,bootstrap_loss,execution_meta_loss,execution_score,classification_reasons,last_eval_step,run_id,rel_path,source_path,code_commit
svcho,87ddc10d8fa4c19e3264c3860fb509a532ece0ac,ablation,a2pr,aspc_table1,adroit,door-cloned-v1,0,torch,,—,,,,,False,,,,adroit,1000000,doorc_s0_aspc_table1_1m__2bba9d13,ablation/a2pr/door-cloned-v1/seed_0/doorc_s0_aspc_table1_1m__2bba9d13,/home/svcho/A2PR/results_aspc_table1/door-cloned-v1/door-cloned-v1_s0,f92a2a4e638c0a72718fbc8c67e7a66030db5f9c
svcho,87ddc10d8fa4c19e3264c3860fb509a532ece0ac,ablation,a2pr,aspc_table1,adroit,door-cloned-v1,1,torch,,—,,,,,False,,,,adroit,1000000,doorc_s1_aspc_table1_1m__358cd01a,ablation/a2pr/door-cloned-v1/seed_1/doorc_s1_aspc_table1_1m__358cd01a,/home/svcho/A2PR/results_aspc_table1/door-cloned-v1/door-cloned-v1_s1,f92a2a4e638c0a72718fbc8c67e7a66030db5f9c
svcho,87ddc10d8fa4c19e3264c3860fb509a532ece0ac,ablation,a2pr,aspc_table1,adroit,door-cloned-v1,2,torch,,—,,,,,False,,,,adroit,1000000,doorc_s2_aspc_table1_1m__b74a34ff,ablation/a2pr/door-cloned-v1/seed_2/doorc_s2_aspc_table1_1m__b74a34ff,/home/svcho/A2PR/results_aspc_table1/door-cloned-v1/door-cloned-v1_s2,f92a2a4e638c0a72718fbc8c67e7a66030db5f9c
svcho,87ddc10d8fa4c19e3264c3860fb509a532ece0ac,ablation,a2pr,aspc_table1,adroit,door-cloned-v1,3,torch,,—,,,,,False,,,,adroit,1000000,doorc_s3_aspc_table1_1m__72078e25,ablation/a2pr/door-cloned-v1/seed_3/doorc_s3_aspc_table1_1m__72078e25,/home/svcho/A2PR/results_aspc_table1/door-cloned-v1/door-cloned-v1_s3,f92a2a4e638c0a72718fbc8c67e7a66030db5f9c
svcho,87ddc10d8fa4c19e3264c3860fb509a532ece0ac,ablation,a2pr,aspc_table1,adroit,door-expert-v1,0,torch,,—,,,,,False,,,,adroit,1000000,doore_s0_aspc_table1_1m__c8dd9a52,ablation/a2pr/door-expert-v1/seed_0/doore_s0_aspc_table1_1m__c8dd9a52,/home/svcho/A2PR/results_aspc_table1/door-expert-v1/door-expert-v1_s0,f92a2a4e638c0a72718fbc8c67e7a66030db5f9c
svcho,87ddc10d8fa4c19e3264c3860fb509a532ece0ac,ablation,a2pr,aspc_table1,adroit,door-expert-v1,1,torch,,—,,,,,False,,,,adroit,1000000,doore_s1_aspc_table1_1m__8dfb0f4e,ablation/a2pr/door-expert-v1/seed_1/doore_s1_aspc_table1_1m__8dfb0f4e,/home/svcho/A2PR/results_aspc_table1/door-expert-v1/door-expert-v1_s1,f92a2a4e638c0a72718fbc8c67e7a66030db5f9c
svcho,87ddc10d8fa4c19e3264c3860fb509a532ece0ac,ablation,a2pr,aspc_table1,adroit,door-expert-v1,2,torch,,—,,,,,False,,,,adroit,1000000,doore_s2_aspc_table1_1m__b090a088,ablation/a2pr/door-expert-v1/seed_2/doore_s2_aspc_table1_1m__b090a088,/home/svcho/A2PR/results_aspc_table1/door-expert-v1/door-expert-v1_s2,f92a2a4e638c0a72718fbc8c67e7a66030db5f9c
svcho,87ddc10d8fa4c19e3264c3860fb509a532ece0ac,ablation,a2pr,aspc_table1,adroit,door-expert-v1,3,torch,,—,,,,,False,,,,adroit,1000000,doore_s3_aspc_table1_1m__60f55f6d,ablation/a2pr/door-expert-v1/seed_3/doore_s3_aspc_table1_1m__60f55f6d,/home/svcho/A2PR/results_aspc_table1/door-expert-v1/door-expert-v1_s3,f92a2a4e638c0a72718fbc8c67e7a66030db5f9c
svcho,87ddc10d8fa4c19e3264c3860fb509a532ece0ac,ablation,a2pr,aspc_table1,adroit,door-human-v1,0,torch,,—,,,,,False,,,,adroit,1000000,doorh_s0_aspc_table1_1m__73e1bc84,ablation/a2pr/door-human-v1/seed_0/doorh_s0_aspc_table1_1m__73e1bc84,/home/svcho/A2PR/results_aspc_table1/door-human-v1/door-human-v1_s0,f92a2a4e638c0a72718fbc8c67e7a66030db5f9c
svcho,87ddc10d8fa4c19e3264c3860fb509a532ece0ac,ablation,a2pr,aspc_table1,adroit,door-human-v1,1,torch,,—,,,,,False,,,,adroit,1000000,doorh_s1_aspc_table1_1m__d3659e43,ablation/a2pr/door-human-v1/seed_1/doorh_s1_aspc_table1_1m__d3659e43,/home/svcho/A2PR/results_aspc_table1/door-human-v1/door-human-v1_s1,f92a2a4e638c0a72718fbc8c67e7a66030db5f9c
svcho,87ddc10d8fa4c19e3264c3860fb509a532ece0ac,ablation,a2pr,aspc_table1,adroit,door-human-v1,2,torch,,—,,,,,False,,,,adroit,1000000,doorh_s2_aspc_table1_1m__4194c8e6,ablation/a2pr/door-human-v1/seed_2/doorh_s2_aspc_table1_1m__4194c8e6,/home/svcho/A2PR/results_aspc_table1/door-human-v1/door-human-v1_s2,f92a2a4e638c0a72718fbc8c67e7a66030db5f9c
svcho,87ddc10d8fa4c19e3264c3860fb509a532ece0ac,ablation,a2pr,aspc_table1,adroit,door-human-v1,3,torch,,—,,,,,False,,,,adroit,1000000,doorh_s3_aspc_table1_1m__9d738c85,ablation/a2pr/door-human-v1/seed_3/doorh_s3_aspc_table1_1m__9d738c85,/home/svcho/A2PR/results_aspc_table1/door-human-v1/door-human-v1_s3,f92a2a4e638c0a72718fbc8c67e7a66030db5f9c
svcho,87ddc10d8fa4c19e3264c3860fb509a532ece0ac,ablation,a2pr,aspc_table1,adroit,hammer-human-v1,0,torch,,—,,,,,False,,,,adroit,1000000,hamh_s0_aspc_table1_1m__542e674f,ablation/a2pr/hammer-human-v1/seed_0/hamh_s0_aspc_table1_1m__542e674f,/home/svcho/A2PR/results_aspc_table1/hammer-human-v1/hammer-human-v1_s0,f92a2a4e638c0a72718fbc8c67e7a66030db5f9c
svcho,87ddc10d8fa4c19e3264c3860fb509a532ece0ac,ablation,a2pr,aspc_table1,adroit,hammer-human-v1,1,torch,,—,,,,,False,,,,adroit,1000000,hamh_s1_aspc_table1_1m__49c84bba,ablation/a2pr/hammer-human-v1/seed_1/hamh_s1_aspc_table1_1m__49c84bba,/home/svcho/A2PR/results_aspc_table1/hammer-human-v1/hammer-human-v1_s1,f92a2a4e638c0a72718fbc8c67e7a66030db5f9c
svcho,87ddc10d8fa4c19e3264c3860fb509a532ece0ac,ablation,a2pr,aspc_table1,adroit,hammer-human-v1,2,torch,,—,,,,,False,,,,adroit,1000000,hamh_s2_aspc_table1_1m__607851cf,ablation/a2pr/hammer-human-v1/seed_2/hamh_s2_aspc_table1_1m__607851cf,/home/svcho/A2PR/results_aspc_table1/hammer-human-v1/hammer-human-v1_s2,f92a2a4e638c0a72718fbc8c67e7a66030db5f9c
svcho,87ddc10d8fa4c19e3264c3860fb509a532ece0ac,ablation,a2pr,aspc_table1,adroit,pen-cloned-v1,0,torch,,—,,,,,False,,,,adroit,1000000,penc_s0_aspc_table1_1m__f9b3a4e9,ablation/a2pr/pen-cloned-v1/seed_0/penc_s0_aspc_table1_1m__f9b3a4e9,/home/svcho/A2PR/results_aspc_table1/pen-cloned-v1/pen-cloned-v1_s0,f92a2a4e638c0a72718fbc8c67e7a66030db5f9c
svcho,87ddc10d8fa4c19e3264c3860fb509a532ece0ac,ablation,a2pr,aspc_table1,adroit,pen-cloned-v1,1,torch,,—,,,,,False,,,,adroit,1000000,penc_s1_aspc_table1_1m__697cbae6,ablation/a2pr/pen-cloned-v1/seed_1/penc_s1_aspc_table1_1m__697cbae6,/home/svcho/A2PR/results_aspc_table1/pen-cloned-v1/pen-cloned-v1_s1,f92a2a4e638c0a72718fbc8c67e7a66030db5f9c
svcho,87ddc10d8fa4c19e3264c3860fb509a532ece0ac,ablation,a2pr,aspc_table1,adroit,pen-cloned-v1,2,torch,,—,,,,,False,,,,adroit,1000000,penc_s2_aspc_table1_1m__c72731c7,ablation/a2pr/pen-cloned-v1/seed_2/penc_s2_aspc_table1_1m__c72731c7,/home/svcho/A2PR/results_aspc_table1/pen-cloned-v1/pen-cloned-v1_s2,f92a2a4e638c0a72718fbc8c67e7a66030db5f9c
svcho,87ddc10d8fa4c19e3264c3860fb509a532ece0ac,ablation,a2pr,aspc_table1,adroit,pen-cloned-v1,3,torch,,—,,,,,False,,,,adroit,1000000,penc_s3_aspc_table1_1m__2c33a93f,ablation/a2pr/pen-cloned-v1/seed_3/penc_s3_aspc_table1_1m__2c33a93f,/home/svcho/A2PR/results_aspc_table1/pen-cloned-v1/pen-cloned-v1_s3,f92a2a4e638c0a72718fbc8c67e7a66030db5f9c
svcho,87ddc10d8fa4c19e3264c3860fb509a532ece0ac,ablation,a2pr,aspc_table1,adroit,pen-expert-v1,0,torch,,—,,,,,False,,,,adroit,1000000,pene_s0_aspc_table1_1m__1cdfee24,ablation/a2pr/pen-expert-v1/seed_0/pene_s0_aspc_table1_1m__1cdfee24,/home/svcho/A2PR/results_aspc_table1/pen-expert-v1/pen-expert-v1_s0,f92a2a4e638c0a72718fbc8c67e7a66030db5f9c
svcho,87ddc10d8fa4c19e3264c3860fb509a532ece0ac,ablation,a2pr,aspc_table1,adroit,pen-expert-v1,1,torch,,—,,,,,False,,,,adroit,1000000,pene_s1_aspc_table1_1m__d03adc3d,ablation/a2pr/pen-expert-v1/seed_1/pene_s1_aspc_table1_1m__d03adc3d,/home/svcho/A2PR/results_aspc_table1/pen-expert-v1/pen-expert-v1_s1,f92a2a4e638c0a72718fbc8c67e7a66030db5f9c
svcho,87ddc10d8fa4c19e3264c3860fb509a532ece0ac,ablation,a2pr,aspc_table1,adroit,pen-expert-v1,2,torch,,—,,,,,False,,,,adroit,1000000,pene_s2_aspc_table1_1m__1fda58b6,ablation/a2pr/pen-expert-v1/seed_2/pene_s2_aspc_table1_1m__1fda58b6,/home/svcho/A2PR/results_aspc_table1/pen-expert-v1/pen-expert-v1_s2,f92a2a4e638c0a72718fbc8c67e7a66030db5f9c
svcho,87ddc10d8fa4c19e3264c3860fb509a532ece0ac,ablation,a2pr,aspc_table1,adroit,pen-expert-v1,3,torch,,—,,,,,False,,,,adroit,1000000,pene_s3_aspc_table1_1m__1bddc846,ablation/a2pr/pen-expert-v1/seed_3/pene_s3_aspc_table1_1m__1bddc846,/home/svcho/A2PR/results_aspc_table1/pen-expert-v1/pen-expert-v1_s3,f92a2a4e638c0a72718fbc8c67e7a66030db5f9c
svcho,87ddc10d8fa4c19e3264c3860fb509a532ece0ac,ablation,a2pr,aspc_table1,adroit,pen-human-v1,0,torch,,—,,,,,False,,,,adroit,1000000,penh_s0_aspc_table1_1m__03c73b00,ablation/a2pr/pen-human-v1/seed_0/penh_s0_aspc_table1_1m__03c73b00,/home/svcho/A2PR/results_aspc_table1/pen-human-v1/pen-human-v1_s0,f92a2a4e638c0a72718fbc8c67e7a66030db5f9c
svcho,87ddc10d8fa4c19e3264c3860fb509a532ece0ac,ablation,a2pr,aspc_table1,adroit,pen-human-v1,1,torch,,—,,,,,False,,,,adroit,1000000,penh_s1_aspc_table1_1m__8915307a,ablation/a2pr/pen-human-v1/seed_1/penh_s1_aspc_table1_1m__8915307a,/home/svcho/A2PR/results_aspc_table1/pen-human-v1/pen-human-v1_s1,f92a2a4e638c0a72718fbc8c67e7a66030db5f9c
svcho,87ddc10d8fa4c19e3264c3860fb509a532ece0ac,ablation,a2pr,aspc_table1,adroit,pen-human-v1,2,torch,,—,,,,,False,,,,adroit,1000000,penh_s2_aspc_table1_1m__cfbe3114,ablation/a2pr/pen-human-v1/seed_2/penh_s2_aspc_table1_1m__cfbe3114,/home/svcho/A2PR/results_aspc_table1/pen-human-v1/pen-human-v1_s2,f92a2a4e638c0a72718fbc8c67e7a66030db5f9c
svcho,87ddc10d8fa4c19e3264c3860fb509a532ece0ac,ablation,a2pr,aspc_table1,adroit,pen-human-v1,3,torch,,—,,,,,False,,,,adroit,1000000,penh_s3_aspc_table1_1m__dc9d4c99,ablation/a2pr/pen-human-v1/seed_3/penh_s3_aspc_table1_1m__dc9d4c99,/home/svcho/A2PR/results_aspc_table1/pen-human-v1/pen-human-v1_s3,f92a2a4e638c0a72718fbc8c67e7a66030db5f9c
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,halfcheetah-expert-v2,0,torch,,—,,,,,False,,,,l3_variant,1000000,hce_s0_multiscale__65806844,ablation/aspc/halfcheetah-expert-v2/seed_0/hce_s0_multiscale__65806844,/home/shchoi/ASPC/results_multiscale/ce_s0_multiscale-halfcheetah-expert-v2-65806844,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,halfcheetah-medium-expert-v2,0,torch,,—,,,,,False,,,,l3_variant,1000000,hme_s0_multiscale__fdf7b955,ablation/aspc/halfcheetah-medium-expert-v2/seed_0/hme_s0_multiscale__fdf7b955,/home/shchoi/ASPC/results_multiscale/cme_s0_multiscale-halfcheetah-medium-expert-v2-fdf7b955,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,halfcheetah-medium-expert-v2,0,torch,,—,,,,,False,,,,l3_variant,1000000,hme_s0_pi_local__52194dc3,ablation/aspc/halfcheetah-medium-expert-v2/seed_0/hme_s0_pi_local__52194dc3,/home/shchoi/ASPC/results_pi_l3/cme_s0_pi_local-halfcheetah-medium-expert-v2-52194dc3,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,halfcheetah-medium-expert-v2,0,torch,,—,,,,,False,,,,l3_variant,380000,hme_s0_pi_no_l2_incomplete__41b0d8ca,ablation/aspc/halfcheetah-medium-expert-v2/seed_0/hme_s0_pi_no_l2_incomplete__41b0d8ca,/home/shchoi/ASPC/results_pi_l3/cme_s0_pi_no_l2-halfcheetah-medium-expert-v2-41b0d8ca,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,halfcheetah-medium-expert-v2,0,torch,,—,,,,,False,,,,l3_variant,1000000,hme_s0_pi_only__206ef614,ablation/aspc/halfcheetah-medium-expert-v2/seed_0/hme_s0_pi_only__206ef614,/home/shchoi/ASPC/results_pi_l3/cme_s0_pi_only-halfcheetah-medium-expert-v2-206ef614,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,halfcheetah-medium-expert-v2,0,torch,,—,,,,,False,,,,l3_variant,1000000,hme_s0_pi_raw__655805df,ablation/aspc/halfcheetah-medium-expert-v2/seed_0/hme_s0_pi_raw__655805df,/home/shchoi/ASPC/results_pi_l3/cme_s0_pi_raw-halfcheetah-medium-expert-v2-655805df,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,halfcheetah-medium-replay-v2,0,torch,,—,,,,,False,,,,l3_variant,1000000,hcmr_s0_multiscale__0c8018d4,ablation/aspc/halfcheetah-medium-replay-v2/seed_0/hcmr_s0_multiscale__0c8018d4,/home/shchoi/ASPC/results_multiscale/cmr_s0_multiscale-halfcheetah-medium-replay-v2-0c8018d4,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,halfcheetah-medium-replay-v2,0,torch,,—,,,,,False,,,,l3_variant,1000000,hcmr_s0_pi_local__ee7f01f0,ablation/aspc/halfcheetah-medium-replay-v2/seed_0/hcmr_s0_pi_local__ee7f01f0,/home/shchoi/ASPC/results_pi_l3/cmr_s0_pi_local-halfcheetah-medium-replay-v2-ee7f01f0,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,halfcheetah-medium-replay-v2,0,torch,,—,,,,,False,,,,l3_variant,600000,hcmr_s0_pi_local_incomplete__1bb54a48,ablation/aspc/halfcheetah-medium-replay-v2/seed_0/hcmr_s0_pi_local_incomplete__1bb54a48,/home/shchoi/ASPC/results_pi_l3/cmr_s0_pi_local-halfcheetah-medium-replay-v2-1bb54a48,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,halfcheetah-medium-replay-v2,0,torch,,—,,,,,False,,,,l3_variant,840000,hcmr_s0_pi_no_l2_incomplete__70a72052,ablation/aspc/halfcheetah-medium-replay-v2/seed_0/hcmr_s0_pi_no_l2_incomplete__70a72052,/home/shchoi/ASPC/results_pi_l3/cmr_s0_pi_no_l2-halfcheetah-medium-replay-v2-70a72052,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,halfcheetah-medium-replay-v2,0,torch,,—,,,,,False,,,,l3_variant,1000000,hcmr_s0_pi_only__51dc1f09,ablation/aspc/halfcheetah-medium-replay-v2/seed_0/hcmr_s0_pi_only__51dc1f09,/home/shchoi/ASPC/results_pi_l3/cmr_s0_pi_only-halfcheetah-medium-replay-v2-51dc1f09,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,halfcheetah-medium-replay-v2,0,torch,,—,,,,,False,,,,l3_variant,1000000,hcmr_s0_pi_raw__688ca80c,ablation/aspc/halfcheetah-medium-replay-v2/seed_0/hcmr_s0_pi_raw__688ca80c,/home/shchoi/ASPC/results_pi_l3/cmr_s0_pi_raw-halfcheetah-medium-replay-v2-688ca80c,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,halfcheetah-medium-v2,0,torch,,—,,,,,False,,,,l3_variant,1000000,hcm_s0_multiscale__fa8011ca,ablation/aspc/halfcheetah-medium-v2/seed_0/hcm_s0_multiscale__fa8011ca,/home/shchoi/ASPC/results_multiscale/cm_s0_multiscale-halfcheetah-medium-v2-fa8011ca,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,halfcheetah-medium-v2,0,torch,,—,,,,,False,,,,l3_variant,1000000,hcm_s0_pi_local__3ba6e8e6,ablation/aspc/halfcheetah-medium-v2/seed_0/hcm_s0_pi_local__3ba6e8e6,/home/shchoi/ASPC/results_pi_l3/cm_s0_pi_local-halfcheetah-medium-v2-3ba6e8e6,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,halfcheetah-medium-v2,0,torch,,—,,,,,False,,,,l3_variant,660000,hcm_s0_pi_local_incomplete__b741ab87,ablation/aspc/halfcheetah-medium-v2/seed_0/hcm_s0_pi_local_incomplete__b741ab87,/home/shchoi/ASPC/results_pi_l3/cm_s0_pi_local-halfcheetah-medium-v2-b741ab87,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,halfcheetah-medium-v2,0,torch,,—,,,,,False,,,,l3_variant,860000,hcm_s0_pi_no_l2_incomplete__8a691bac,ablation/aspc/halfcheetah-medium-v2/seed_0/hcm_s0_pi_no_l2_incomplete__8a691bac,/home/shchoi/ASPC/results_pi_l3/cm_s0_pi_no_l2-halfcheetah-medium-v2-8a691bac,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,halfcheetah-medium-v2,0,torch,,—,,,,,False,,,,l3_variant,1000000,hcm_s0_pi_only__ed644028,ablation/aspc/halfcheetah-medium-v2/seed_0/hcm_s0_pi_only__ed644028,/home/shchoi/ASPC/results_pi_l3/cm_s0_pi_only-halfcheetah-medium-v2-ed644028,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,halfcheetah-medium-v2,0,torch,,—,,,,,False,,,,l3_variant,1000000,hcm_s0_pi_raw__2fda7f43,ablation/aspc/halfcheetah-medium-v2/seed_0/hcm_s0_pi_raw__2fda7f43,/home/shchoi/ASPC/results_pi_l3/cm_s0_pi_raw-halfcheetah-medium-v2-2fda7f43,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,hopper-expert-v2,0,torch,,—,,,,,False,,,,l3_variant,1000000,hope_s0_multiscale__bba0cb6e,ablation/aspc/hopper-expert-v2/seed_0/hope_s0_multiscale__bba0cb6e,/home/shchoi/ASPC/results_multiscale/hoe_s0_multiscale-hopper-expert-v2-bba0cb6e,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,hopper-medium-expert-v2,0,torch,,—,,,,,False,,,,l3_variant,1000000,hopme_s0_multiscale__42a7a424,ablation/aspc/hopper-medium-expert-v2/seed_0/hopme_s0_multiscale__42a7a424,/home/shchoi/ASPC/results_multiscale/hme_s0_multiscale-hopper-medium-expert-v2-42a7a424,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,hopper-medium-expert-v2,0,torch,,—,,,,,False,,,,l3_variant,1000000,hopme_s0_pi_local__ac9accc4,ablation/aspc/hopper-medium-expert-v2/seed_0/hopme_s0_pi_local__ac9accc4,/home/shchoi/ASPC/results_pi_l3/hme_s0_pi_local-hopper-medium-expert-v2-ac9accc4,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,hopper-medium-expert-v2,0,torch,,—,,,,,False,,,,l3_variant,1000000,hopme_s0_pi_only__7cb0de54,ablation/aspc/hopper-medium-expert-v2/seed_0/hopme_s0_pi_only__7cb0de54,/home/shchoi/ASPC/results_pi_l3/hme_s0_pi_only-hopper-medium-expert-v2-7cb0de54,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,hopper-medium-expert-v2,0,torch,,—,,,,,False,,,,l3_variant,800000,hopme_s0_pi_raw_incomplete__a7eea217,ablation/aspc/hopper-medium-expert-v2/seed_0/hopme_s0_pi_raw_incomplete__a7eea217,/home/shchoi/ASPC/results_pi_l3/hme_s0_pi_raw-hopper-medium-expert-v2-a7eea217,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,hopper-medium-replay-v2,0,torch,,—,,,,,False,,,,l3_variant,1000000,hopmr_s0_multiscale__830a0847,ablation/aspc/hopper-medium-replay-v2/seed_0/hopmr_s0_multiscale__830a0847,/home/shchoi/ASPC/results_multiscale/hmr_s0_multiscale-hopper-medium-replay-v2-830a0847,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,hopper-medium-replay-v2,0,torch,,—,,,,,False,,,,l3_variant,1000000,hopmr_s0_pi_local__1339174b,ablation/aspc/hopper-medium-replay-v2/seed_0/hopmr_s0_pi_local__1339174b,/home/shchoi/ASPC/results_pi_l3/hmr_s0_pi_local-hopper-medium-replay-v2-1339174b,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,hopper-medium-replay-v2,0,torch,,—,,,,,False,,,,l3_variant,860000,hopmr_s0_pi_no_l2_incomplete__fe2ca513,ablation/aspc/hopper-medium-replay-v2/seed_0/hopmr_s0_pi_no_l2_incomplete__fe2ca513,/home/shchoi/ASPC/results_pi_l3/hmr_s0_pi_no_l2-hopper-medium-replay-v2-fe2ca513,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,hopper-medium-replay-v2,0,torch,,—,,,,,False,,,,l3_variant,1000000,hopmr_s0_pi_only__593a4565,ablation/aspc/hopper-medium-replay-v2/seed_0/hopmr_s0_pi_only__593a4565,/home/shchoi/ASPC/results_pi_l3/hmr_s0_pi_only-hopper-medium-replay-v2-593a4565,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,hopper-medium-replay-v2,0,torch,,—,,,,,False,,,,l3_variant,1000000,hopmr_s0_pi_raw__b2d21988,ablation/aspc/hopper-medium-replay-v2/seed_0/hopmr_s0_pi_raw__b2d21988,/home/shchoi/ASPC/results_pi_l3/hmr_s0_pi_raw-hopper-medium-replay-v2-b2d21988,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,hopper-medium-v2,0,torch,,—,,,,,False,,,,l3_variant,1000000,hopm_s0_multiscale__4d8e161a,ablation/aspc/hopper-medium-v2/seed_0/hopm_s0_multiscale__4d8e161a,/home/shchoi/ASPC/results_multiscale/hm_s0_multiscale-hopper-medium-v2-4d8e161a,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,hopper-medium-v2,0,torch,,—,,,,,False,,,,l3_variant,1000000,hopm_s0_pi_local__0b459703,ablation/aspc/hopper-medium-v2/seed_0/hopm_s0_pi_local__0b459703,/home/shchoi/ASPC/results_pi_l3/hm_s0_pi_local-hopper-medium-v2-0b459703,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,hopper-medium-v2,0,torch,,—,,,,,False,,,,l3_variant,680000,hopm_s0_pi_local_incomplete__30c253ef,ablation/aspc/hopper-medium-v2/seed_0/hopm_s0_pi_local_incomplete__30c253ef,/home/shchoi/ASPC/results_pi_l3/hm_s0_pi_local-hopper-medium-v2-30c253ef,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,hopper-medium-v2,0,torch,,—,,,,,False,,,,l3_variant,860000,hopm_s0_pi_no_l2_incomplete__36e6d657,ablation/aspc/hopper-medium-v2/seed_0/hopm_s0_pi_no_l2_incomplete__36e6d657,/home/shchoi/ASPC/results_pi_l3/hm_s0_pi_no_l2-hopper-medium-v2-36e6d657,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,hopper-medium-v2,0,torch,,—,,,,,False,,,,l3_variant,1000000,hopm_s0_pi_only__3807aa94,ablation/aspc/hopper-medium-v2/seed_0/hopm_s0_pi_only__3807aa94,/home/shchoi/ASPC/results_pi_l3/hm_s0_pi_only-hopper-medium-v2-3807aa94,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,hopper-medium-v2,0,torch,,—,,,,,False,,,,l3_variant,1000000,hopm_s0_pi_raw__ba5f9b82,ablation/aspc/hopper-medium-v2/seed_0/hopm_s0_pi_raw__ba5f9b82,/home/shchoi/ASPC/results_pi_l3/hm_s0_pi_raw-hopper-medium-v2-ba5f9b82,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,walker2d-expert-v2,0,torch,,—,,,,,False,,,,l3_variant,1000000,we_s0_multiscale__83e1375c,ablation/aspc/walker2d-expert-v2/seed_0/we_s0_multiscale__83e1375c,/home/shchoi/ASPC/results_multiscale/we_s0_multiscale-walker2d-expert-v2-83e1375c,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,walker2d-medium-expert-v2,0,torch,,—,,,,,False,,,,l3_variant,1000000,wme_s0_multiscale__c37e07ed,ablation/aspc/walker2d-medium-expert-v2/seed_0/wme_s0_multiscale__c37e07ed,/home/shchoi/ASPC/results_multiscale/wme_s0_multiscale-walker2d-medium-expert-v2-c37e07ed,
shchoi,f1fa14958cff516f057784bbe16447803f783857,ablation,aspc,benchmark,locomotion,walker2d-medium-expert-v2,0,torch,,—,,,,,False,,,,l3_variant,1000000,wme_s0_pi_only__e1962690,ablation/aspc/walker2d-medium-expert-v2/seed_0/wme_s0_pi_only__e1962690,/home/shchoi/ASPC/results_pi_l3/wme_s0_pi_only-walker2d-medium-expert-v2-e1962690,
